,ID,BedrijfstakkenBranchesSBI2008,Perioden,Ongecorrigeerd_1,Kalendergecorrigeerd_2,Seizoengecorrigeerd_3,Ongecorrigeerd_4,Kalendergecorrigeerd_5,Ongecorrigeerd_6,Seizoengecorrigeerd_7,Ongecorrigeerd_8,Kalendergecorrigeerd_9,Seizoengecorrigeerd_10,Ongecorrigeerd_11,Kalendergecorrigeerd_12,Ongecorrigeerd_13,Seizoengecorrigeerd_14,Ongecorrigeerd_15,Kalendergecorrigeerd_16,Seizoengecorrigeerd_17,Ongecorrigeerd_18,Kalendergecorrigeerd_19,Ongecorrigeerd_20,Seizoengecorrigeerd_21
36886,36886,732 Markt- en opinieonderzoek,2015 april,,,,,,,,,,,,,,,,,,,,,
36887,36887,732 Markt- en opinieonderzoek,2015 mei,,,,,,,,,,,,,,,,,,,,,
36888,36888,732 Markt- en opinieonderzoek,2015 juni,,,,,,,,,,,,,,,,,,,,,
36889,36889,732 Markt- en opinieonderzoek,2015 2e kwartaal,74.3,,,5.0,,9.2,,,,,,,,,,,,,,,
36890,36890,732 Markt- en opinieonderzoek,2015 juli,,,,,,,,,,,,,,,,,,,,,
36891,36891,732 Markt- en opinieonderzoek,2015 augustus,,,,,,,,,,,,,,,,,,,,,
36892,36892,732 Markt- en opinieonderzoek,2015 september,,,,,,,,,,,,,,,,,,,,,
36893,36893,732 Markt- en opinieonderzoek,2015 3e kwartaal,72.3,,,10.9,,-2.6,,,,,,,,,,,,,,,
36894,36894,732 Markt- en opinieonderzoek,2015 oktober,,,,,,,,,,,,,,,,,,,,,
36895,36895,732 Markt- en opinieonderzoek,2015 november,,,,,,,,,,,,,,,,,,,,,
36896,36896,732 Markt- en opinieonderzoek,2015 december,,,,,,,,,,,,,,,,,,,,,
36897,36897,732 Markt- en opinieonderzoek,2015 4e kwartaal,91.1,,,9.2,,25.9,,,,,,,,,,,,,,,
36898,36898,732 Markt- en opinieonderzoek,2015,76.4,,,6.9,,6.9,,,,,,,,,,,,,,,
36899,36899,732 Markt- en opinieonderzoek,2016 januari,,,,,,,,,,,,,,,,,,,,,
36900,36900,732 Markt- en opinieonderzoek,2016 februari,,,,,,,,,,,,,,,,,,,,,
36901,36901,732 Markt- en opinieonderzoek,2016 maart,,,,,,,,,,,,,,,,,,,,,
36902,36902,732 Markt- en opinieonderzoek,2016 1e kwartaal,70.9,,,4.3,,-22.2,,,,,,,,,,,,,,,
36903,36903,732 Markt- en opinieonderzoek,2016 april,,,,,,,,,,,,,,,,,,,,,
36904,36904,732 Markt- en opinieonderzoek,2016 mei,,,,,,,,,,,,,,,,,,,,,
36905,36905,732 Markt- en opinieonderzoek,2016 juni,,,,,,,,,,,,,,,,,,,,,
36906,36906,732 Markt- en opinieonderzoek,2016 2e kwartaal,79.0,,,6.3,,11.4,,,,,,,,,,,,,,,
36907,36907,732 Markt- en opinieonderzoek,2016 juli,,,,,,,,,,,,,,,,,,,,,
36908,36908,732 Markt- en opinieonderzoek,2016 augustus,,,,,,,,,,,,,,,,,,,,,
36909,36909,732 Markt- en opinieonderzoek,2016 september,,,,,,,,,,,,,,,,,,,,,
36910,36910,732 Markt- en opinieonderzoek,2016 3e kwartaal,75.0,,,3.7,,-5.0,,,,,,,,,,,,,,,
36911,36911,732 Markt- en opinieonderzoek,2016 oktober,,,,,,,,,,,,,,,,,,,,,
36912,36912,732 Markt- en opinieonderzoek,2016 november,,,,,,,,,,,,,,,,,,,,,
36913,36913,732 Markt- en opinieonderzoek,2016 december,,,,,,,,,,,,,,,,,,,,,
36914,36914,732 Markt- en opinieonderzoek,2016 4e kwartaal,95.6,,,4.9,,27.4,,,,,,,,,,,,,,,
36915,36915,732 Markt- en opinieonderzoek,2016,80.1,,,4.8,,4.8,,,,,,,,,,,,,,,
36916,36916,732 Markt- en opinieonderzoek,2017 januari,,,,,,,,,,,,,,,,,,,,,
36917,36917,732 Markt- en opinieonderzoek,2017 februari,,,,,,,,,,,,,,,,,,,,,
36918,36918,732 Markt- en opinieonderzoek,2017 maart,,,,,,,,,,,,,,,,,,,,,
36919,36919,732 Markt- en opinieonderzoek,2017 1e kwartaal,74.8,,,5.5,,-21.8,,,,,,,,,,,,,,,
36920,36920,732 Markt- en opinieonderzoek,2017 april,,,,,,,,,,,,,,,,,,,,,
36921,36921,732 Markt- en opinieonderzoek,2017 mei,,,,,,,,,,,,,,,,,,,,,
36922,36922,732 Markt- en opinieonderzoek,2017 juni,,,,,,,,,,,,,,,,,,,,,
36923,36923,732 Markt- en opinieonderzoek,2017 2e kwartaal,83.2,,,5.4,,11.3,,,,,,,,,,,,,,,
36924,36924,732 Markt- en opinieonderzoek,2017 juli,,,,,,,,,,,,,,,,,,,,,
36925,36925,732 Markt- en opinieonderzoek,2017 augustus,,,,,,,,,,,,,,,,,,,,,
36926,36926,732 Markt- en opinieonderzoek,2017 september,,,,,,,,,,,,,,,,,,,,,
36927,36927,732 Markt- en opinieonderzoek,2017 3e kwartaal,78.8,,,5.1,,-5.3,,,,,,,,,,,,,,,
36928,36928,732 Markt- en opinieonderzoek,2017 oktober,,,,,,,,,,,,,,,,,,,,,
36929,36929,732 Markt- en opinieonderzoek,2017 november,,,,,,,,,,,,,,,,,,,,,
36930,36930,732 Markt- en opinieonderzoek,2017 december,,,,,,,,,,,,,,,,,,,,,
36931,36931,732 Markt- en opinieonderzoek,2017 4e kwartaal,99.0,,,3.6,,25.5,,,,,,,,,,,,,,,
36932,36932,732 Markt- en opinieonderzoek,2017,84.0,,,4.8,,4.8,,,,,,,,,,,,,,,
36933,36933,732 Markt- en opinieonderzoek,2018 januari,,,,,,,,,,,,,,,,,,,,,
36934,36934,732 Markt- en opinieonderzoek,2018 februari,,,,,,,,,,,,,,,,,,,,,
36935,36935,732 Markt- en opinieonderzoek,2018 maart,,,,,,,,,,,,,,,,,,,,,
36936,36936,732 Markt- en opinieonderzoek,2018 1e kwartaal,79.2,,,5.9,,-20.0,,,,,,,,,,,,,,,
36937,36937,732 Markt- en opinieonderzoek,2018 april,,,,,,,,,,,,,,,,,,,,,
36938,36938,732 Markt- en opinieonderzoek,2018 mei,,,,,,,,,,,,,,,,,,,,,
36939,36939,732 Markt- en opinieonderzoek,2018 juni,,,,,,,,,,,,,,,,,,,,,
36940,36940,732 Markt- en opinieonderzoek,2018 2e kwartaal,81.9,,,-1.6,,3.4,,,,,,,,,,,,,,,
36941,36941,732 Markt- en opinieonderzoek,2018 juli,,,,,,,,,,,,,,,,,,,,,
36942,36942,732 Markt- en opinieonderzoek,2018 augustus,,,,,,,,,,,,,,,,,,,,,
36943,36943,732 Markt- en opinieonderzoek,2018 september,,,,,,,,,,,,,,,,,,,,,
36944,36944,732 Markt- en opinieonderzoek,2018 3e kwartaal,80.5,,,2.0,,-1.7,,,,,,,,,,,,,,,
36945,36945,732 Markt- en opinieonderzoek,2018 oktober,,,,,,,,,,,,,,,,,,,,,
36946,36946,732 Markt- en opinieonderzoek,2018 november,,,,,,,,,,,,,,,,,,,,,
36947,36947,732 Markt- en opinieonderzoek,2018 december,,,,,,,,,,,,,,,,,,,,,
36948,36948,732 Markt- en opinieonderzoek,2018 4e kwartaal,98.9,,,-0.1,,22.9,,,,,,,,,,,,,,,
36949,36949,732 Markt- en opinieonderzoek,2018,85.1,,,1.4,,1.4,,,,,,,,,,,,,,,
36950,36950,732 Markt- en opinieonderzoek,2019 januari,,,,,,,,,,,,,,,,,,,,,
36951,36951,732 Markt- en opinieonderzoek,2019 februari,,,,,,,,,,,,,,,,,,,,,
36952,36952,732 Markt- en opinieonderzoek,2019 maart,,,,,,,,,,,,,,,,,,,,,
36953,36953,732 Markt- en opinieonderzoek,2019 1e kwartaal,82.1,,,3.7,,-17.0,,,,,,,,,,,,,,,
36954,36954,732 Markt- en opinieonderzoek,2019 april,,,,,,,,,,,,,,,,,,,,,
36955,36955,732 Markt- en opinieonderzoek,2019 mei,,,,,,,,,,,,,,,,,,,,,
36956,36956,732 Markt- en opinieonderzoek,2019 juni,,,,,,,,,,,,,,,,,,,,,
36957,36957,732 Markt- en opinieonderzoek,2019 2e kwartaal,88.1,,,7.6,,7.4,,,,,,,,,,,,,,,
36958,36958,732 Markt- en opinieonderzoek,2019 juli,,,,,,,,,,,,,,,,,,,,,
36959,36959,732 Markt- en opinieonderzoek,2019 augustus,,,,,,,,,,,,,,,,,,,,,
36960,36960,732 Markt- en opinieonderzoek,2019 september,,,,,,,,,,,,,,,,,,,,,
36961,36961,732 Markt- en opinieonderzoek,2019 3e kwartaal,84.9,,,5.5,,-3.7,,,,,,,,,,,,,,,
36962,36962,732 Markt- en opinieonderzoek,2019 oktober,,,,,,,,,,,,,,,,,,,,,
36963,36963,732 Markt- en opinieonderzoek,2019 november,,,,,,,,,,,,,,,,,,,,,
36964,36964,732 Markt- en opinieonderzoek,2019 december,,,,,,,,,,,,,,,,,,,,,
36965,36965,732 Markt- en opinieonderzoek,2019 4e kwartaal,101.7,,,2.8,,19.8,,,,,,,,,,,,,,,
36966,36966,732 Markt- en opinieonderzoek,2019,89.2,,,4.8,,4.8,,,,,,,,,,,,,,,
36967,36967,732 Markt- en opinieonderzoek,2020 januari,,,,,,,,,,,,,,,,,,,,,
36968,36968,732 Markt- en opinieonderzoek,2020 februari,,,,,,,,,,,,,,,,,,,,,
36969,36969,732 Markt- en opinieonderzoek,2020 maart,,,,,,,,,,,,,,,,,,,,,
36970,36970,732 Markt- en opinieonderzoek,2020 1e kwartaal,83.5,,,1.8,,-17.9,,,,,,,,,,,,,,,
36971,36971,732 Markt- en opinieonderzoek,2020 april,,,,,,,,,,,,,,,,,,,,,
36972,36972,732 Markt- en opinieonderzoek,2020 mei,,,,,,,,,,,,,,,,,,,,,
36973,36973,732 Markt- en opinieonderzoek,2020 juni,,,,,,,,,,,,,,,,,,,,,
36974,36974,732 Markt- en opinieonderzoek,2020 2e kwartaal,73.0,,,-17.2,,-12.6,,,,,,,,,,,,,,,
36975,36975,732 Markt- en opinieonderzoek,2020 juli,,,,,,,,,,,,,,,,,,,,,
36976,36976,732 Markt- en opinieonderzoek,2020 augustus,,,,,,,,,,,,,,,,,,,,,
36977,36977,732 Markt- en opinieonderzoek,2020 september,,,,,,,,,,,,,,,,,,,,,
36978,36978,732 Markt- en opinieonderzoek,2020 3e kwartaal,77.9,,,-8.2,,6.7,,,,,,,,,,,,,,,
36979,36979,732 Markt- en opinieonderzoek,2020 oktober,,,,,,,,,,,,,,,,,,,,,
36980,36980,732 Markt- en opinieonderzoek,2020 november,,,,,,,,,,,,,,,,,,,,,
36981,36981,732 Markt- en opinieonderzoek,2020 december,,,,,,,,,,,,,,,,,,,,,
36982,36982,732 Markt- en opinieonderzoek,2020 4e kwartaal,105.0,,,3.3,,34.9,,,,,,,,,,,,,,,
36983,36983,732 Markt- en opinieonderzoek,2020,84.9,,,-4.9,,-4.9,,,,,,,,,,,,,,,
36984,36984,732 Markt- en opinieonderzoek,2021 januari,,,,,,,,,,,,,,,,,,,,,
36985,36985,732 Markt- en opinieonderzoek,2021 februari,,,,,,,,,,,,,,,,,,,,,
36986,36986,732 Markt- en opinieonderzoek,2021 maart,,,,,,,,,,,,,,,,,,,,,
36987,36987,732 Markt- en opinieonderzoek,2021 1e kwartaal,88.3,,,5.7,,-15.9,,,,,,,,,,,,,,,
36988,36988,732 Markt- en opinieonderzoek,2021 april,,,,,,,,,,,,,,,,,,,,,
36989,36989,732 Markt- en opinieonderzoek,2021 mei,,,,,,,,,,,,,,,,,,,,,
36990,36990,732 Markt- en opinieonderzoek,2021 juni,,,,,,,,,,,,,,,,,,,,,
36991,36991,732 Markt- en opinieonderzoek,2021 2e kwartaal,96.2,,,31.9,,9.0,,,,,,,,,,,,,,,
36992,36992,732 Markt- en opinieonderzoek,2021 juli,,,,,,,,,,,,,,,,,,,,,
36993,36993,732 Markt- en opinieonderzoek,2021 augustus,,,,,,,,,,,,,,,,,,,,,
36994,36994,732 Markt- en opinieonderzoek,2021 september,,,,,,,,,,,,,,,,,,,,,
36995,36995,732 Markt- en opinieonderzoek,2021 3e kwartaal,96.0,,,23.3,,-0.2,,,,,,,,,,,,,,,
36996,36996,732 Markt- en opinieonderzoek,2021 oktober,,,,,,,,,,,,,,,,,,,,,
36997,36997,732 Markt- en opinieonderzoek,2021 november,,,,,,,,,,,,,,,,,,,,,
36998,36998,732 Markt- en opinieonderzoek,2021 december,,,,,,,,,,,,,,,,,,,,,
36999,36999,732 Markt- en opinieonderzoek,2021 4e kwartaal,119.5,,,13.8,,24.5,,,,,,,,,,,,,,,
37000,37000,732 Markt- en opinieonderzoek,2021,100.0,,,17.9,,17.9,,,,,,,,,,,,,,,
37001,37001,732 Markt- en opinieonderzoek,2022 januari,,,,,,,,,,,,,,,,,,,,,
37002,37002,732 Markt- en opinieonderzoek,2022 februari,,,,,,,,,,,,,,,,,,,,,
37003,37003,732 Markt- en opinieonderzoek,2022 maart,,,,,,,,,,,,,,,,,,,,,
37004,37004,732 Markt- en opinieonderzoek,2022 1e kwartaal,98.9,,,12.0,,-17.3,,,,,,,,,,,,,,,
37005,37005,732 Markt- en opinieonderzoek,2022 april,,,,,,,,,,,,,,,,,,,,,
37006,37006,732 Markt- en opinieonderzoek,2022 mei,,,,,,,,,,,,,,,,,,,,,
37007,37007,732 Markt- en opinieonderzoek,2022 juni,,,,,,,,,,,,,,,,,,,,,
37008,37008,732 Markt- en opinieonderzoek,2022 2e kwartaal,111.3,,,15.7,,12.6,,,,,,,,,,,,,,,
37009,37009,732 Markt- en opinieonderzoek,2022 juli,,,,,,,,,,,,,,,,,,,,,
37010,37010,732 Markt- en opinieonderzoek,2022 augustus,,,,,,,,,,,,,,,,,,,,,
37011,37011,732 Markt- en opinieonderzoek,2022 september,,,,,,,,,,,,,,,,,,,,,
37012,37012,732 Markt- en opinieonderzoek,2022 3e kwartaal,107.0,,,11.5,,-3.8,,,,,,,,,,,,,,,
37013,37013,732 Markt- en opinieonderzoek,2022 oktober,,,,,,,,,,,,,,,,,,,,,
37014,37014,732 Markt- en opinieonderzoek,2022 november,,,,,,,,,,,,,,,,,,,,,
37015,37015,732 Markt- en opinieonderzoek,2022 december,,,,,,,,,,,,,,,,,,,,,
37016,37016,732 Markt- en opinieonderzoek,2022 4e kwartaal,125.5,,,5.0,,17.3,,,,,,,,,,,,,,,
37017,37017,732 Markt- en opinieonderzoek,2022,110.7,,,10.7,,10.7,,,,,,,,,,,,,,,
37018,37018,732 Markt- en opinieonderzoek,2023 januari,,,,,,,,,,,,,,,,,,,,,
37019,37019,732 Markt- en opinieonderzoek,2023 februari,,,,,,,,,,,,,,,,,,,,,
37020,37020,732 Markt- en opinieonderzoek,2023 maart,,,,,,,,,,,,,,,,,,,,,
37021,37021,732 Markt- en opinieonderzoek,2023 1e kwartaal,105.6,,,6.9,,-15.8,,,,,,,,,,,,,,,
37022,37022,732 Markt- en opinieonderzoek,2023 april,,,,,,,,,,,,,,,,,,,,,
37023,37023,732 Markt- en opinieonderzoek,2023 mei,,,,,,,,,,,,,,,,,,,,,
37024,37024,732 Markt- en opinieonderzoek,2023 juni,,,,,,,,,,,,,,,,,,,,,
37025,37025,732 Markt- en opinieonderzoek,2023 2e kwartaal,119.5,,,7.4,,13.1,,,,,,,,,,,,,,,
37026,37026,732 Markt- en opinieonderzoek,2023 juli,,,,,,,,,,,,,,,,,,,,,
37027,37027,732 Markt- en opinieonderzoek,2023 augustus,,,,,,,,,,,,,,,,,,,,,
37028,37028,732 Markt- en opinieonderzoek,2023 september,,,,,,,,,,,,,,,,,,,,,
37029,37029,732 Markt- en opinieonderzoek,2023 3e kwartaal,118.6,,,10.8,,-0.7,,,,,,,,,,,,,,,
37030,37030,732 Markt- en opinieonderzoek,2023 oktober,,,,,,,,,,,,,,,,,,,,,
37031,37031,732 Markt- en opinieonderzoek,2023 november,,,,,,,,,,,,,,,,,,,,,
37032,37032,732 Markt- en opinieonderzoek,2023 december,,,,,,,,,,,,,,,,,,,,,
37033,37033,732 Markt- en opinieonderzoek,2023 4e kwartaal,139.1,,,10.9,,17.3,,,,,,,,,,,,,,,
37034,37034,732 Markt- en opinieonderzoek,2023,120.7,,,9.1,,9.1,,,,,,,,,,,,,,,
37035,37035,732 Markt- en opinieonderzoek,2024 januari,,,,,,,,,,,,,,,,,,,,,
37036,37036,732 Markt- en opinieonderzoek,2024 februari,,,,,,,,,,,,,,,,,,,,,
37037,37037,732 Markt- en opinieonderzoek,2024 maart,,,,,,,,,,,,,,,,,,,,,
37038,37038,732 Markt- en opinieonderzoek,2024 1e kwartaal ,120.2,,,13.8,,-13.6,,,,,,,,,,,,,,,
37039,37039,732 Markt- en opinieonderzoek,2024 april,,,,,,,,,,,,,,,,,,,,,
37040,37040,732 Markt- en opinieonderzoek,2024 mei,,,,,,,,,,,,,,,,,,,,,
37041,37041,732 Markt- en opinieonderzoek,2024 juni,,,,,,,,,,,,,,,,,,,,,
37042,37042,732 Markt- en opinieonderzoek,2024 2e kwartaal,132.3,,,10.8,,10.1,,,,,,,,,,,,,,,
37043,37043,732 Markt- en opinieonderzoek,2024 juli,,,,,,,,,,,,,,,,,,,,,
37044,37044,732 Markt- en opinieonderzoek,2024 augustus,,,,,,,,,,,,,,,,,,,,,
37045,37045,732 Markt- en opinieonderzoek,2024 september,,,,,,,,,,,,,,,,,,,,,
37046,37046,732 Markt- en opinieonderzoek,2024 3e kwartaal ,133.5,,,12.6,,0.9,,,,,,,,,,,,,,,
37047,37047,732 Markt- en opinieonderzoek,2024 oktober,,,,,,,,,,,,,,,,,,,,,
37048,37048,"74 Design, fotografie, vertaalbureaus",2000 januari,,,,,,,,,,,,,,,,,,,,,
37049,37049,"74 Design, fotografie, vertaalbureaus",2000 februari,,,,,,,,,,,,,,,,,,,,,
37050,37050,"74 Design, fotografie, vertaalbureaus",2000 maart,,,,,,,,,,,,,,,,,,,,,
37051,37051,"74 Design, fotografie, vertaalbureaus",2000 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
37052,37052,"74 Design, fotografie, vertaalbureaus",2000 april,,,,,,,,,,,,,,,,,,,,,
37053,37053,"74 Design, fotografie, vertaalbureaus",2000 mei,,,,,,,,,,,,,,,,,,,,,
37054,37054,"74 Design, fotografie, vertaalbureaus",2000 juni,,,,,,,,,,,,,,,,,,,,,
37055,37055,"74 Design, fotografie, vertaalbureaus",2000 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
37056,37056,"74 Design, fotografie, vertaalbureaus",2000 juli,,,,,,,,,,,,,,,,,,,,,
37057,37057,"74 Design, fotografie, vertaalbureaus",2000 augustus,,,,,,,,,,,,,,,,,,,,,
37058,37058,"74 Design, fotografie, vertaalbureaus",2000 september,,,,,,,,,,,,,,,,,,,,,
37059,37059,"74 Design, fotografie, vertaalbureaus",2000 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
37060,37060,"74 Design, fotografie, vertaalbureaus",2000 oktober,,,,,,,,,,,,,,,,,,,,,
37061,37061,"74 Design, fotografie, vertaalbureaus",2000 november,,,,,,,,,,,,,,,,,,,,,
37062,37062,"74 Design, fotografie, vertaalbureaus",2000 december,,,,,,,,,,,,,,,,,,,,,
37063,37063,"74 Design, fotografie, vertaalbureaus",2000 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
37064,37064,"74 Design, fotografie, vertaalbureaus",2000,,,,,,,,,,,,,,,,,,,,,
37065,37065,"74 Design, fotografie, vertaalbureaus",2001 januari,,,,,,,,,,,,,,,,,,,,,
37066,37066,"74 Design, fotografie, vertaalbureaus",2001 februari,,,,,,,,,,,,,,,,,,,,,
37067,37067,"74 Design, fotografie, vertaalbureaus",2001 maart,,,,,,,,,,,,,,,,,,,,,
37068,37068,"74 Design, fotografie, vertaalbureaus",2001 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
37069,37069,"74 Design, fotografie, vertaalbureaus",2001 april,,,,,,,,,,,,,,,,,,,,,
37070,37070,"74 Design, fotografie, vertaalbureaus",2001 mei,,,,,,,,,,,,,,,,,,,,,
37071,37071,"74 Design, fotografie, vertaalbureaus",2001 juni,,,,,,,,,,,,,,,,,,,,,
37072,37072,"74 Design, fotografie, vertaalbureaus",2001 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
37073,37073,"74 Design, fotografie, vertaalbureaus",2001 juli,,,,,,,,,,,,,,,,,,,,,
37074,37074,"74 Design, fotografie, vertaalbureaus",2001 augustus,,,,,,,,,,,,,,,,,,,,,
37075,37075,"74 Design, fotografie, vertaalbureaus",2001 september,,,,,,,,,,,,,,,,,,,,,
37076,37076,"74 Design, fotografie, vertaalbureaus",2001 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
37077,37077,"74 Design, fotografie, vertaalbureaus",2001 oktober,,,,,,,,,,,,,,,,,,,,,
37078,37078,"74 Design, fotografie, vertaalbureaus",2001 november,,,,,,,,,,,,,,,,,,,,,
37079,37079,"74 Design, fotografie, vertaalbureaus",2001 december,,,,,,,,,,,,,,,,,,,,,
37080,37080,"74 Design, fotografie, vertaalbureaus",2001 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
37081,37081,"74 Design, fotografie, vertaalbureaus",2001,,,,,,,,,,,,,,,,,,,,,
37082,37082,"74 Design, fotografie, vertaalbureaus",2002 januari,,,,,,,,,,,,,,,,,,,,,
37083,37083,"74 Design, fotografie, vertaalbureaus",2002 februari,,,,,,,,,,,,,,,,,,,,,
37084,37084,"74 Design, fotografie, vertaalbureaus",2002 maart,,,,,,,,,,,,,,,,,,,,,
37085,37085,"74 Design, fotografie, vertaalbureaus",2002 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
37086,37086,"74 Design, fotografie, vertaalbureaus",2002 april,,,,,,,,,,,,,,,,,,,,,
37087,37087,"74 Design, fotografie, vertaalbureaus",2002 mei,,,,,,,,,,,,,,,,,,,,,
37088,37088,"74 Design, fotografie, vertaalbureaus",2002 juni,,,,,,,,,,,,,,,,,,,,,
37089,37089,"74 Design, fotografie, vertaalbureaus",2002 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
37090,37090,"74 Design, fotografie, vertaalbureaus",2002 juli,,,,,,,,,,,,,,,,,,,,,
37091,37091,"74 Design, fotografie, vertaalbureaus",2002 augustus,,,,,,,,,,,,,,,,,,,,,
37092,37092,"74 Design, fotografie, vertaalbureaus",2002 september,,,,,,,,,,,,,,,,,,,,,
37093,37093,"74 Design, fotografie, vertaalbureaus",2002 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
37094,37094,"74 Design, fotografie, vertaalbureaus",2002 oktober,,,,,,,,,,,,,,,,,,,,,
37095,37095,"74 Design, fotografie, vertaalbureaus",2002 november,,,,,,,,,,,,,,,,,,,,,
37096,37096,"74 Design, fotografie, vertaalbureaus",2002 december,,,,,,,,,,,,,,,,,,,,,
37097,37097,"74 Design, fotografie, vertaalbureaus",2002 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
37098,37098,"74 Design, fotografie, vertaalbureaus",2002,,,,,,,,,,,,,,,,,,,,,
37099,37099,"74 Design, fotografie, vertaalbureaus",2003 januari,,,,,,,,,,,,,,,,,,,,,
37100,37100,"74 Design, fotografie, vertaalbureaus",2003 februari,,,,,,,,,,,,,,,,,,,,,
37101,37101,"74 Design, fotografie, vertaalbureaus",2003 maart,,,,,,,,,,,,,,,,,,,,,
37102,37102,"74 Design, fotografie, vertaalbureaus",2003 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
37103,37103,"74 Design, fotografie, vertaalbureaus",2003 april,,,,,,,,,,,,,,,,,,,,,
37104,37104,"74 Design, fotografie, vertaalbureaus",2003 mei,,,,,,,,,,,,,,,,,,,,,
37105,37105,"74 Design, fotografie, vertaalbureaus",2003 juni,,,,,,,,,,,,,,,,,,,,,
37106,37106,"74 Design, fotografie, vertaalbureaus",2003 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
37107,37107,"74 Design, fotografie, vertaalbureaus",2003 juli,,,,,,,,,,,,,,,,,,,,,
37108,37108,"74 Design, fotografie, vertaalbureaus",2003 augustus,,,,,,,,,,,,,,,,,,,,,
37109,37109,"74 Design, fotografie, vertaalbureaus",2003 september,,,,,,,,,,,,,,,,,,,,,
37110,37110,"74 Design, fotografie, vertaalbureaus",2003 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
37111,37111,"74 Design, fotografie, vertaalbureaus",2003 oktober,,,,,,,,,,,,,,,,,,,,,
37112,37112,"74 Design, fotografie, vertaalbureaus",2003 november,,,,,,,,,,,,,,,,,,,,,
37113,37113,"74 Design, fotografie, vertaalbureaus",2003 december,,,,,,,,,,,,,,,,,,,,,
37114,37114,"74 Design, fotografie, vertaalbureaus",2003 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
37115,37115,"74 Design, fotografie, vertaalbureaus",2003,,,,,,,,,,,,,,,,,,,,,
37116,37116,"74 Design, fotografie, vertaalbureaus",2004 januari,,,,,,,,,,,,,,,,,,,,,
37117,37117,"74 Design, fotografie, vertaalbureaus",2004 februari,,,,,,,,,,,,,,,,,,,,,
37118,37118,"74 Design, fotografie, vertaalbureaus",2004 maart,,,,,,,,,,,,,,,,,,,,,
37119,37119,"74 Design, fotografie, vertaalbureaus",2004 1e kwartaal,,,,,,,,,,,,,,,,,,,,,
37120,37120,"74 Design, fotografie, vertaalbureaus",2004 april,,,,,,,,,,,,,,,,,,,,,
37121,37121,"74 Design, fotografie, vertaalbureaus",2004 mei,,,,,,,,,,,,,,,,,,,,,
37122,37122,"74 Design, fotografie, vertaalbureaus",2004 juni,,,,,,,,,,,,,,,,,,,,,
37123,37123,"74 Design, fotografie, vertaalbureaus",2004 2e kwartaal,,,,,,,,,,,,,,,,,,,,,
37124,37124,"74 Design, fotografie, vertaalbureaus",2004 juli,,,,,,,,,,,,,,,,,,,,,
37125,37125,"74 Design, fotografie, vertaalbureaus",2004 augustus,,,,,,,,,,,,,,,,,,,,,
37126,37126,"74 Design, fotografie, vertaalbureaus",2004 september,,,,,,,,,,,,,,,,,,,,,
37127,37127,"74 Design, fotografie, vertaalbureaus",2004 3e kwartaal,,,,,,,,,,,,,,,,,,,,,
37128,37128,"74 Design, fotografie, vertaalbureaus",2004 oktober,,,,,,,,,,,,,,,,,,,,,
37129,37129,"74 Design, fotografie, vertaalbureaus",2004 november,,,,,,,,,,,,,,,,,,,,,
37130,37130,"74 Design, fotografie, vertaalbureaus",2004 december,,,,,,,,,,,,,,,,,,,,,
37131,37131,"74 Design, fotografie, vertaalbureaus",2004 4e kwartaal,,,,,,,,,,,,,,,,,,,,,
37132,37132,"74 Design, fotografie, vertaalbureaus",2004,,,,,,,,,,,,,,,,,,,,,
37133,37133,"74 Design, fotografie, vertaalbureaus",2005 januari,,,,,,,,,,,,,,,,,,,,,
37134,37134,"74 Design, fotografie, vertaalbureaus",2005 februari,,,,,,,,,,,,,,,,,,,,,
37135,37135,"74 Design, fotografie, vertaalbureaus",2005 maart,,,,,,,,,,,,,,,,,,,,,
37136,37136,"74 Design, fotografie, vertaalbureaus",2005 1e kwartaal,39.1,,,,,,,,,,,,,,,,,,,,
37137,37137,"74 Design, fotografie, vertaalbureaus",2005 april,,,,,,,,,,,,,,,,,,,,,
37138,37138,"74 Design, fotografie, vertaalbureaus",2005 mei,,,,,,,,,,,,,,,,,,,,,
37139,37139,"74 Design, fotografie, vertaalbureaus",2005 juni,,,,,,,,,,,,,,,,,,,,,
37140,37140,"74 Design, fotografie, vertaalbureaus",2005 2e kwartaal,47.3,,,,,21.1,,,,,,,,,,,,,,,
37141,37141,"74 Design, fotografie, vertaalbureaus",2005 juli,,,,,,,,,,,,,,,,,,,,,
37142,37142,"74 Design, fotografie, vertaalbureaus",2005 augustus,,,,,,,,,,,,,,,,,,,,,
