,ID,BedrijfstakkenBranchesSBI2008,Perioden,Ongecorrigeerd_1,Kalendergecorrigeerd_2,Seizoengecorrigeerd_3,Ongecorrigeerd_4,Kalendergecorrigeerd_5,Ongecorrigeerd_6,Seizoengecorrigeerd_7,Ongecorrigeerd_8,Kalendergecorrigeerd_9,Seizoengecorrigeerd_10,Ongecorrigeerd_11,Kalendergecorrigeerd_12,Ongecorrigeerd_13,Seizoengecorrigeerd_14,Ongecorrigeerd_15,Kalendergecorrigeerd_16,Seizoengecorrigeerd_17,Ongecorrigeerd_18,Kalendergecorrigeerd_19,Ongecorrigeerd_20,Seizoengecorrigeerd_21
10211,10211,47528 Bouwmarkten,2006 mei,120.5,120.4,102.8,14.6,12.1,8.4,2.5,138.4,138.3,118.9,13.1,10.8,8.2,2.3,,,,,,,
10212,10212,47528 Bouwmarkten,2006 juni,111.1,110.4,104.3,5.7,5.8,-7.8,1.5,127.2,126.5,120.0,3.9,4.1,-8.1,0.9,,,,,,,
10213,10213,47528 Bouwmarkten,2006 2e kwartaal,114.3,114.3,102.5,8.3,8.3,24.3,0.3,131.2,131.3,118.4,6.8,6.8,23.1,-0.6,,,,,,,
10214,10214,47528 Bouwmarkten,2006 juli,108.0,108.8,99.7,2.8,2.8,-2.8,-4.5,124.0,124.8,114.8,0.8,0.6,-2.6,-4.3,,,,,,,
10215,10215,47528 Bouwmarkten,2006 augustus,107.7,107.0,104.2,6.8,6.2,-0.2,4.6,123.1,122.4,119.6,4.4,3.9,-0.7,4.2,,,,,,,
10216,10216,47528 Bouwmarkten,2006 september,96.1,94.9,103.9,5.1,4.4,-10.8,-0.4,109.9,108.7,119.5,3.0,2.5,-10.8,-0.1,,,,,,,
10217,10217,47528 Bouwmarkten,2006 3e kwartaal,103.9,103.6,102.6,4.8,4.5,-9.1,0.1,119.0,118.6,117.9,2.7,2.3,-9.3,-0.4,,,,,,,
10218,10218,47528 Bouwmarkten,2006 oktober,101.7,103.8,105.5,4.5,5.9,5.8,1.6,116.1,118.5,121.0,2.6,4.0,5.7,1.3,,,,,,,
10219,10219,47528 Bouwmarkten,2006 november,102.3,101.5,107.0,8.7,7.9,0.6,1.4,116.6,115.7,122.5,6.3,5.4,0.4,1.2,,,,,,,
10220,10220,47528 Bouwmarkten,2006 december,104.0,104.7,104.5,3.1,5.7,1.7,-2.3,118.1,119.0,118.9,0.3,2.9,1.3,-2.9,,,,,,,
10221,10221,47528 Bouwmarkten,2006 4e kwartaal,102.6,103.3,105.7,5.4,6.5,-1.2,3.0,116.9,117.7,120.8,3.0,4.1,-1.7,2.4,,,,,,,
10222,10222,47528 Bouwmarkten,2006,103.2,103.4,103.2,6.4,6.6,6.4,6.6,118.4,118.6,119.1,4.8,5.0,4.8,5.0,,,,,,,
10223,10223,47528 Bouwmarkten,2007 januari,91.3,91.2,104.4,1.7,-0.5,-12.2,-0.1,103.2,103.1,118.4,-1.3,-3.3,-12.6,-0.4,,,,,,,
10224,10224,47528 Bouwmarkten,2007 februari,87.4,87.5,105.1,3.5,3.5,-4.2,0.7,98.0,98.0,118.5,0.1,0.1,-5.0,0.1,,,,,,,
10225,10225,47528 Bouwmarkten,2007 maart,108.8,106.9,107.0,7.2,6.3,24.5,1.8,121.7,119.6,120.6,3.8,2.9,24.1,1.8,,,,,,,
10226,10226,47528 Bouwmarkten,2007 1e kwartaal,95.8,95.2,105.5,4.3,3.2,-6.6,-0.1,107.6,106.9,119.1,1.0,0.0,-8.0,-1.4,,,,,,,
10227,10227,47528 Bouwmarkten,2007 april,118.7,121.0,107.7,6.8,8.0,9.0,0.6,131.6,134.0,120.0,2.8,3.9,8.2,-0.5,,,,,,,
10228,10228,47528 Bouwmarkten,2007 mei,122.9,122.2,104.1,2.0,1.5,3.6,-3.3,136.2,135.4,116.3,-1.6,-2.1,3.5,-3.1,,,,,,,
10229,10229,47528 Bouwmarkten,2007 juni,112.0,110.6,105.0,0.8,0.2,-8.9,0.9,124.2,122.9,117.0,-2.4,-2.8,-8.9,0.7,,,,,,,
10230,10230,47528 Bouwmarkten,2007 2e kwartaal,117.9,117.9,105.6,3.2,3.2,23.0,0.1,130.7,130.8,117.8,-0.4,-0.4,21.4,-1.2,,,,,,,
10231,10231,47528 Bouwmarkten,2007 juli,110.5,112.9,103.4,2.4,3.7,-1.3,-1.6,122.0,124.4,114.4,-1.6,-0.3,-1.7,-2.2,,,,,,,
10232,10232,47528 Bouwmarkten,2007 augustus,107.7,106.8,104.5,0.0,-0.2,-2.5,1.1,118.8,117.9,115.6,-3.5,-3.7,-2.6,1.0,,,,,,,
10233,10233,47528 Bouwmarkten,2007 september,93.3,94.1,102.5,-2.9,-0.9,-13.4,-1.9,102.5,103.3,113.1,-6.7,-4.9,-13.7,-2.2,,,,,,,
10234,10234,47528 Bouwmarkten,2007 3e kwartaal,103.9,104.6,103.5,-0.1,1.0,-11.9,-2.0,114.4,115.2,114.4,-3.8,-2.9,-12.4,-2.9,,,,,,,
10235,10235,47528 Bouwmarkten,2007 oktober,103.0,102.9,104.5,1.3,-0.9,10.4,2.0,112.8,112.7,115.2,-2.9,-4.9,10.0,1.9,,,,,,,
10236,10236,47528 Bouwmarkten,2007 november,100.5,99.9,105.9,-1.7,-1.5,-2.4,1.4,110.4,109.7,116.9,-5.4,-5.2,-2.2,1.5,,,,,,,
10237,10237,47528 Bouwmarkten,2007 december,106.2,107.1,106.2,2.2,2.2,5.7,0.2,116.2,117.0,116.1,-1.6,-1.7,5.3,-0.7,,,,,,,
10238,10238,47528 Bouwmarkten,2007 4e kwartaal,103.2,103.3,105.6,0.6,-0.1,-0.6,2.0,113.1,113.1,116.1,-3.3,-3.9,-1.2,1.5,,,,,,,
10239,10239,47528 Bouwmarkten,2007,105.2,105.2,105.0,2.0,1.8,2.0,1.7,116.5,116.5,116.8,-1.7,-1.8,-1.7,-1.9,,,,,,,
10240,10240,47528 Bouwmarkten,2008 januari,92.0,91.4,105.8,0.8,0.3,-13.4,-0.4,100.3,99.7,115.6,-2.8,-3.3,-13.7,-0.5,,,,,,,
10241,10241,47528 Bouwmarkten,2008 februari,93.3,93.3,112.3,6.7,6.7,1.5,6.2,100.8,100.9,122.2,2.9,2.9,0.5,5.7,,,,,,,
10242,10242,47528 Bouwmarkten,2008 maart,104.8,105.7,105.1,-3.7,-1.2,12.3,-6.4,113.0,113.8,114.0,-7.1,-4.9,12.1,-6.7,,,,,,,
10243,10243,47528 Bouwmarkten,2008 1e kwartaal,96.7,96.8,107.7,0.9,1.7,-6.3,2.1,104.7,104.8,117.3,-2.7,-2.0,-7.4,1.0,,,,,,,
10244,10244,47528 Bouwmarkten,2008 april,116.3,116.3,102.5,-2.0,-3.9,11.0,-2.5,124.8,124.8,110.6,-5.2,-6.8,10.4,-3.0,,,,,,,
10245,10245,47528 Bouwmarkten,2008 mei,126.4,124.1,105.9,2.8,1.6,8.6,3.3,135.2,132.9,114.3,-0.8,-1.9,8.4,3.4,,,,,,,
10246,10246,47528 Bouwmarkten,2008 juni,103.4,105.4,100.5,-7.7,-4.7,-18.2,-5.1,110.8,112.7,107.8,-10.8,-8.2,-18.1,-5.7,,,,,,,
10247,10247,47528 Bouwmarkten,2008 2e kwartaal,115.4,115.3,102.9,-2.1,-2.3,19.3,-4.4,123.6,123.5,110.9,-5.4,-5.6,18.0,-5.4,,,,,,,
10248,10248,47528 Bouwmarkten,2008 juli,112.9,112.2,102.7,2.1,-0.6,9.2,2.2,121.2,120.5,110.7,-0.6,-3.2,9.4,2.7,,,,,,,
10249,10249,47528 Bouwmarkten,2008 augustus,104.8,105.5,103.8,-2.8,-1.2,-7.2,1.1,112.5,113.4,111.7,-5.4,-3.8,-7.2,0.8,,,,,,,
10250,10250,47528 Bouwmarkten,2008 september,94.2,94.4,102.4,1.0,0.3,-10.0,-1.3,100.9,101.0,110.1,-1.6,-2.3,-10.3,-1.4,,,,,,,
10251,10251,47528 Bouwmarkten,2008 3e kwartaal,104.0,104.0,103.0,0.1,-0.5,-9.9,0.0,111.5,111.6,110.9,-2.6,-3.1,-9.8,0.0,,,,,,,
10252,10252,47528 Bouwmarkten,2008 oktober,102.6,101.8,103.6,-0.3,-1.1,8.9,1.1,109.4,108.5,111.2,-3.0,-3.7,8.4,0.9,,,,,,,
10253,10253,47528 Bouwmarkten,2008 november,94.0,94.8,101.3,-6.5,-5.1,-8.4,-2.2,100.7,101.5,109.0,-8.8,-7.5,-7.9,-1.9,,,,,,,
10254,10254,47528 Bouwmarkten,2008 december,102.4,102.3,100.5,-3.6,-4.5,8.9,-0.7,110.6,110.6,108.8,-4.8,-5.5,9.9,-0.2,,,,,,,
10255,10255,47528 Bouwmarkten,2008 4e kwartaal,99.7,99.6,101.8,-3.5,-3.6,-4.1,-1.2,106.9,106.8,109.7,-5.5,-5.6,-4.1,-1.1,,,,,,,
10256,10256,47528 Bouwmarkten,2008,103.9,103.9,103.9,-1.2,-1.3,-1.2,-1.1,111.7,111.7,112.2,-4.1,-4.1,-4.1,-4.0,,,,,,,
10257,10257,47528 Bouwmarkten,2009 januari,86.0,84.5,98.3,-6.5,-7.6,-16.0,-2.2,93.5,91.9,107.2,-6.8,-7.8,-15.5,-1.4,,,,,,,
10258,10258,47528 Bouwmarkten,2009 februari,82.7,82.8,100.0,-11.4,-11.3,-3.8,1.6,89.7,89.7,109.0,-11.1,-11.1,-4.1,1.7,,,,,,,
10259,10259,47528 Bouwmarkten,2009 maart,97.6,99.7,98.6,-6.9,-5.7,18.0,-1.4,105.4,107.5,107.3,-6.8,-5.6,17.5,-1.6,,,,,,,
10260,10260,47528 Bouwmarkten,2009 1e kwartaal,88.8,89.0,99.0,-8.2,-8.1,-10.9,-2.8,96.2,96.4,107.8,-8.2,-8.0,-10.0,-1.7,,,,,,,
10261,10261,47528 Bouwmarkten,2009 april,113.6,112.8,98.9,-2.3,-3.0,16.4,0.3,123.6,122.6,107.9,-0.9,-1.8,17.3,0.6,,,,,,,
10262,10262,47528 Bouwmarkten,2009 mei,112.3,113.2,96.6,-11.1,-8.9,-1.2,-2.3,120.2,121.2,104.4,-11.1,-8.8,-2.8,-3.2,,,,,,,
10263,10263,47528 Bouwmarkten,2009 juni,99.0,99.2,94.9,-4.2,-5.9,-11.8,-1.7,107.1,107.3,102.9,-3.3,-4.9,-10.9,-1.4,,,,,,,
10264,10264,47528 Bouwmarkten,2009 2e kwartaal,108.3,108.4,96.8,-6.1,-6.0,22.0,-2.2,117.0,117.0,105.1,-5.3,-5.2,21.6,-2.6,,,,,,,
10265,10265,47528 Bouwmarkten,2009 juli,106.8,105.9,96.7,-5.4,-5.6,7.9,1.9,115.3,114.3,104.8,-4.9,-5.1,7.6,1.8,,,,,,,
10266,10266,47528 Bouwmarkten,2009 augustus,93.1,93.8,92.6,-11.2,-11.1,-12.9,-4.2,101.3,102.0,100.7,-9.9,-10.1,-12.1,-3.8,,,,,,,
10267,10267,47528 Bouwmarkten,2009 september,88.6,88.5,95.5,-6.0,-6.2,-4.8,3.1,95.6,95.7,103.7,-5.2,-5.3,-5.6,3.0,,,,,,,
10268,10268,47528 Bouwmarkten,2009 3e kwartaal,96.2,96.1,95.0,-7.5,-7.6,-11.2,-1.9,104.1,104.0,103.1,-6.7,-6.8,-11.0,-1.9,,,,,,,
10269,10269,47528 Bouwmarkten,2009 oktober,91.3,89.7,91.7,-11.1,-11.9,3.0,-4.0,98.0,96.4,99.3,-10.4,-11.2,2.5,-4.3,,,,,,,
10270,10270,47528 Bouwmarkten,2009 november,82.1,83.7,90.2,-12.7,-11.7,-10.0,-1.6,87.9,89.5,97.0,-12.7,-11.8,-10.3,-2.3,,,,,,,
10271,10271,47528 Bouwmarkten,2009 december,95.8,95.2,92.9,-6.4,-6.9,16.7,2.9,102.8,102.2,99.7,-7.1,-7.6,16.9,2.8,,,,,,,
10272,10272,47528 Bouwmarkten,2009 4e kwartaal,89.7,89.5,91.6,-10.0,-10.1,-6.7,-3.5,96.3,96.0,98.7,-10.0,-10.1,-7.5,-4.2,,,,,,,
10273,10273,47528 Bouwmarkten,2009,95.7,95.7,95.6,-7.9,-7.9,-7.9,-8.0,103.4,103.3,103.7,-7.4,-7.5,-7.4,-7.6,,,,,,,
10274,10274,47528 Bouwmarkten,2010 januari,76.0,76.5,89.2,-11.6,-9.4,-20.7,-3.9,81.0,81.7,95.3,-13.3,-11.1,-21.2,-4.4,,,,,,,
10275,10275,47528 Bouwmarkten,2010 februari,73.1,73.2,88.8,-11.6,-11.6,-3.8,-0.5,77.7,77.7,95.0,-13.4,-13.4,-4.2,-0.4,,,,,,,
10276,10276,47528 Bouwmarkten,2010 maart,90.0,89.9,88.6,-7.8,-9.8,23.1,-0.3,95.6,95.5,95.1,-9.3,-11.1,23.1,0.1,,,,,,,
10277,10277,47528 Bouwmarkten,2010 1e kwartaal,79.7,79.9,88.9,-10.2,-10.2,-11.1,-3.0,84.8,85.0,95.1,-11.9,-11.8,-11.9,-3.6,,,,,,,
10278,10278,47528 Bouwmarkten,2010 april,111.0,110.3,96.1,-2.4,-2.2,23.3,8.5,118.4,117.7,102.9,-4.2,-4.0,23.9,8.2,,,,,,,
10279,10279,47528 Bouwmarkten,2010 mei,106.9,107.7,92.4,-4.9,-4.8,-3.7,-3.8,115.0,115.8,100.3,-4.3,-4.4,-2.9,-2.5,,,,,,,
10280,10280,47528 Bouwmarkten,2010 juni,95.2,95.1,91.1,-3.9,-4.1,-11.0,-1.5,101.8,101.9,97.9,-4.9,-5.0,-11.5,-2.3,,,,,,,
10281,10281,47528 Bouwmarkten,2010 2e kwartaal,104.3,104.4,93.2,-3.7,-3.7,30.9,4.9,111.8,111.8,100.3,-4.5,-4.5,31.9,5.5,,,,,,,
10282,10282,47528 Bouwmarkten,2010 juli,102.4,100.6,91.4,-4.1,-5.0,7.6,0.4,110.1,108.2,98.6,-4.5,-5.4,8.1,0.7,,,,,,,
10283,10283,47528 Bouwmarkten,2010 augustus,91.0,92.9,92.2,-2.2,-1.0,-11.2,0.9,97.7,99.6,98.9,-3.6,-2.3,-11.3,0.3,,,,,,,
10284,10284,47528 Bouwmarkten,2010 september,86.1,85.5,91.5,-2.8,-3.4,-5.3,-0.8,91.4,90.6,97.4,-4.5,-5.3,-6.4,-1.4,,,,,,,
10285,10285,47528 Bouwmarkten,2010 3e kwartaal,93.2,93.0,91.7,-3.1,-3.2,-10.7,-1.6,99.7,99.5,98.3,-4.2,-4.3,-10.8,-2.0,,,,,,,
10286,10286,47528 Bouwmarkten,2010 oktober,89.0,89.7,92.4,-2.4,0.0,3.4,1.1,93.8,94.6,98.2,-4.3,-1.9,2.7,0.7,,,,,,,
10287,10287,47528 Bouwmarkten,2010 november,85.6,85.8,93.3,4.3,2.5,-3.8,0.9,90.7,90.8,99.3,3.1,1.4,-3.3,1.2,,,,,,,
10288,10288,47528 Bouwmarkten,2010 december,93.8,93.0,90.0,-2.1,-2.3,9.5,-3.5,98.9,98.1,95.1,-3.8,-4.0,9.1,-4.3,,,,,,,
10289,10289,47528 Bouwmarkten,2010 4e kwartaal,89.5,89.5,91.9,-0.2,0.0,-3.9,0.2,94.5,94.5,97.5,-1.9,-1.6,-5.2,-0.8,,,,,,,
10290,10290,47528 Bouwmarkten,2010,91.7,91.7,91.4,-4.3,-4.2,-4.3,-4.3,97.7,97.7,97.8,-5.5,-5.5,-5.5,-5.6,,,,,,,
10291,10291,47528 Bouwmarkten,2011 januari,75.1,75.7,87.8,-1.2,-1.1,-20.0,-2.5,78.7,79.2,92.1,-2.9,-3.1,-20.5,-3.1,,,,,,,
10292,10292,47528 Bouwmarkten,2011 februari,77.5,77.5,94.6,6.0,6.0,3.2,7.7,81.0,81.0,99.6,4.3,4.3,3.0,8.2,,,,,,,
10293,10293,47528 Bouwmarkten,2011 maart,96.5,95.9,94.2,7.2,6.7,24.5,-0.4,100.2,99.6,99.1,4.9,4.3,23.8,-0.5,,,,,,,
10294,10294,47528 Bouwmarkten,2011 1e kwartaal,83.0,83.0,92.2,4.2,4.0,-7.2,0.3,86.6,86.6,96.9,2.2,2.0,-8.3,-0.6,,,,,,,
10295,10295,47528 Bouwmarkten,2011 april,113.7,112.3,97.6,2.4,1.8,17.8,3.6,117.9,116.6,101.7,-0.5,-0.9,17.6,2.6,,,,,,,
10296,10296,47528 Bouwmarkten,2011 mei,102.5,104.7,90.3,-4.1,-2.8,-9.8,-7.5,106.4,108.5,94.3,-7.5,-6.3,-9.7,-7.2,,,,,,,
10297,10297,47528 Bouwmarkten,2011 juni,97.0,96.3,92.2,1.9,1.2,-5.4,2.0,100.9,100.1,96.3,-0.9,-1.7,-5.1,2.1,,,,,,,
10298,10298,47528 Bouwmarkten,2011 2e kwartaal,104.4,104.4,93.4,0.1,0.0,25.7,1.3,108.4,108.4,97.4,-3.0,-3.0,25.1,0.5,,,,,,,
10299,10299,47528 Bouwmarkten,2011 juli,97.4,98.1,88.7,-4.9,-2.5,0.4,-3.8,100.6,101.5,91.9,-8.6,-6.2,-0.3,-4.5,,,,,,,
10300,10300,47528 Bouwmarkten,2011 augustus,90.8,90.7,90.3,-0.2,-2.4,-6.8,1.8,94.4,94.3,93.9,-3.4,-5.3,-6.2,2.1,,,,,,,
10301,10301,47528 Bouwmarkten,2011 september,83.4,82.9,88.1,-3.2,-3.0,-8.1,-2.4,85.8,85.3,91.0,-6.1,-5.9,-9.1,-3.1,,,,,,,
10302,10302,47528 Bouwmarkten,2011 3e kwartaal,90.5,90.6,89.0,-2.8,-2.6,-13.3,-4.7,93.6,93.7,92.3,-6.1,-5.8,-13.6,-5.3,,,,,,,
10303,10303,47528 Bouwmarkten,2011 oktober,87.7,88.4,91.9,-1.5,-1.5,5.1,4.4,90.2,90.8,95.0,-3.9,-4.0,5.1,4.5,,,,,,,
10304,10304,47528 Bouwmarkten,2011 november,82.5,82.5,90.2,-3.6,-3.8,-5.9,-1.9,84.7,84.8,93.3,-6.5,-6.6,-6.0,-1.8,,,,,,,
10305,10305,47528 Bouwmarkten,2011 december,96.2,94.5,91.2,2.6,1.7,16.6,1.1,98.8,97.2,93.8,-0.1,-1.0,16.6,0.5,,,,,,,
10306,10306,47528 Bouwmarkten,2011 4e kwartaal,88.8,88.5,91.1,-0.8,-1.1,-1.9,2.4,91.2,90.9,94.0,-3.4,-3.8,-2.5,1.9,,,,,,,
10307,10307,47528 Bouwmarkten,2011,91.7,91.6,91.4,0.0,-0.1,0.0,0.0,95.0,94.9,95.2,-2.8,-2.8,-2.8,-2.7,,,,,,,
10308,10308,47528 Bouwmarkten,2012 januari,75.8,77.4,89.4,0.9,2.2,-21.3,-2.0,77.8,79.3,91.8,-1.1,0.2,-21.3,-2.1,,,,,,,
10309,10309,47528 Bouwmarkten,2012 februari,71.9,71.7,87.8,-7.3,-7.5,-5.1,-1.7,73.4,73.3,90.3,-9.4,-9.6,-5.6,-1.6,,,,,,,
10310,10310,47528 Bouwmarkten,2012 maart,93.2,91.6,89.9,-3.4,-4.5,29.7,2.3,95.0,93.4,92.8,-5.3,-6.3,29.4,2.7,,,,,,,
10311,10311,47528 Bouwmarkten,2012 1e kwartaal,80.3,80.2,89.0,-3.3,-3.4,-9.6,-2.3,82.1,82.0,91.7,-5.3,-5.3,-10.1,-2.5,,,,,,,
10312,10312,47528 Bouwmarkten,2012 april,96.2,98.1,84.9,-15.4,-12.6,3.2,-5.5,98.5,100.2,87.1,-16.5,-14.1,3.7,-6.2,,,,,,,
10313,10313,47528 Bouwmarkten,2012 mei,100.0,99.4,86.3,-2.5,-5.1,3.9,1.6,101.8,101.2,88.4,-4.3,-6.7,3.4,1.5,,,,,,,
10314,10314,47528 Bouwmarkten,2012 juni,90.4,89.3,85.3,-6.8,-7.2,-9.6,-1.1,91.7,90.7,87.2,-9.1,-9.4,-9.9,-1.3,,,,,,,
10315,10315,47528 Bouwmarkten,2012 2e kwartaal,95.5,95.6,85.5,-8.5,-8.4,19.0,-3.9,97.3,97.4,87.6,-10.2,-10.2,18.6,-4.5,,,,,,,
10316,10316,47528 Bouwmarkten,2012 juli,94.2,96.2,86.6,-3.3,-2.0,4.2,1.5,96.4,98.3,88.9,-4.2,-3.1,5.1,1.9,,,,,,,
10317,10317,47528 Bouwmarkten,2012 augustus,87.2,86.5,86.2,-4.0,-4.7,-7.4,-0.5,89.0,88.3,88.1,-5.7,-6.4,-7.7,-0.8,,,,,,,
10318,10318,47528 Bouwmarkten,2012 september,82.6,83.3,88.1,-0.9,0.5,-5.2,2.2,83.5,84.2,89.4,-2.6,-1.3,-6.1,1.5,,,,,,,
10319,10319,47528 Bouwmarkten,2012 3e kwartaal,88.0,88.6,87.0,-2.8,-2.1,-7.9,1.7,89.6,90.3,88.8,-4.2,-3.6,-7.9,1.4,,,,,,,
10320,10320,47528 Bouwmarkten,2012 oktober,79.3,79.2,82.9,-9.6,-10.4,-4.1,-6.0,80.3,80.2,84.4,-10.9,-11.6,-3.9,-5.6,,,,,,,
10321,10321,47528 Bouwmarkten,2012 november,73.9,73.5,80.6,-10.4,-10.9,-6.7,-2.7,75.6,75.2,82.9,-10.7,-11.3,-5.8,-1.8,,,,,,,
10322,10322,47528 Bouwmarkten,2012 december,86.2,86.9,83.7,-10.4,-8.1,16.6,3.8,88.5,89.1,85.8,-10.5,-8.3,17.0,3.6,,,,,,,
10323,10323,47528 Bouwmarkten,2012 4e kwartaal,79.8,79.9,82.4,-10.1,-9.7,-9.3,-5.3,81.5,81.5,84.4,-10.7,-10.4,-9.1,-5.0,,,,,,,
10324,10324,47528 Bouwmarkten,2012,85.9,86.1,86.0,-6.3,-6.0,-6.3,-6.0,87.6,87.8,88.1,-7.7,-7.5,-7.7,-7.4,,,,,,,
10325,10325,47528 Bouwmarkten,2013 januari,72.5,72.0,83.0,-4.3,-6.9,-15.9,-0.8,73.5,73.0,84.0,-5.6,-8.0,-17.0,-2.2,,,,,,,
10326,10326,47528 Bouwmarkten,2013 februari,64.1,64.1,78.7,-10.8,-10.6,-11.5,-5.3,65.0,65.0,79.8,-11.5,-11.3,-11.6,-4.9,,,,,,,
10327,10327,47528 Bouwmarkten,2013 maart,74.6,75.1,74.0,-20.0,-18.0,16.3,-5.9,75.6,76.2,75.7,-20.4,-18.4,16.4,-5.2,,,,,,,
10328,10328,47528 Bouwmarkten,2013 1e kwartaal,70.4,70.4,78.6,-12.3,-12.2,-11.8,-4.6,71.4,71.4,79.8,-13.0,-12.9,-12.4,-5.4,,,,,,,
10329,10329,47528 Bouwmarkten,2013 april,94.2,94.3,81.7,-2.1,-3.9,26.2,10.4,95.6,95.7,83.0,-2.9,-4.5,26.4,9.6,,,,,,,
10330,10330,47528 Bouwmarkten,2013 mei,93.0,92.2,80.3,-7.0,-7.2,-1.2,-1.6,94.9,94.1,82.0,-6.8,-7.0,-0.7,-1.2,,,,,,,
10331,10331,47528 Bouwmarkten,2013 juni,84.0,84.6,81.0,-7.1,-5.2,-9.7,0.9,85.5,86.2,82.7,-6.7,-5.0,-9.9,1.0,,,,,,,
10332,10332,47528 Bouwmarkten,2013 2e kwartaal,90.4,90.4,81.0,-5.4,-5.5,28.4,3.1,92.0,92.0,82.6,-5.5,-5.5,29.0,3.4,,,,,,,
10333,10333,47528 Bouwmarkten,2013 juli,91.5,91.4,82.3,-2.8,-4.9,9.0,1.6,93.7,93.6,84.2,-2.7,-4.8,9.6,1.8,,,,,,,
10334,10334,47528 Bouwmarkten,2013 augustus,79.4,78.0,78.0,-8.9,-9.8,-13.2,-5.3,81.5,80.1,79.7,-8.4,-9.3,-13.1,-5.3,,,,,,,
10335,10335,47528 Bouwmarkten,2013 september,74.2,75.6,79.8,-10.2,-9.2,-6.6,2.4,76.2,77.5,81.7,-8.8,-7.9,-6.5,2.5,,,,,,,
10336,10336,47528 Bouwmarkten,2013 3e kwartaal,81.7,81.7,80.0,-7.1,-7.9,-9.6,-1.2,83.8,83.7,81.9,-6.5,-7.2,-8.9,-0.8,,,,,,,
10337,10337,47528 Bouwmarkten,2013 oktober,74.1,73.6,77.2,-6.5,-7.0,-0.1,-3.2,76.3,75.8,79.5,-5.0,-5.5,0.1,-2.7,,,,,,,
10338,10338,47528 Bouwmarkten,2013 november,73.2,72.3,79.5,-1.0,-1.6,-1.2,3.0,74.9,74.1,81.4,-0.9,-1.4,-1.8,2.3,,,,,,,
10339,10339,47528 Bouwmarkten,2013 december,81.0,82.7,80.0,-6.1,-4.9,10.6,0.6,83.2,84.8,81.7,-6.0,-4.8,11.0,0.4,,,,,,,
10340,10340,47528 Bouwmarkten,2013 4e kwartaal,76.1,76.2,78.9,-4.6,-4.6,-6.9,-1.4,78.1,78.2,80.9,-4.1,-4.0,-6.8,-1.2,,,,,,,
10341,10341,47528 Bouwmarkten,2013,79.7,79.7,79.6,-7.3,-7.4,-7.3,-7.4,81.3,81.3,81.3,-7.2,-7.3,-7.2,-7.7,,,,,,,
10342,10342,47528 Bouwmarkten,2014 januari,72.1,71.4,82.3,-0.6,-0.8,-11.0,2.9,74.1,73.5,84.4,0.9,0.7,-10.9,3.3,,,,,,,
10343,10343,47528 Bouwmarkten,2014 februari,67.5,67.5,82.7,5.2,5.2,-6.4,0.5,69.2,69.2,85.0,6.5,6.5,-6.6,0.6,,,,,,,
10344,10344,47528 Bouwmarkten,2014 maart,84.1,84.7,83.9,12.7,12.8,24.6,1.4,85.4,85.9,85.8,12.9,12.7,23.3,1.0,,,,,,,
10345,10345,47528 Bouwmarkten,2014 1e kwartaal,74.6,74.6,82.9,5.9,5.8,-2.0,5.1,76.2,76.2,85.0,6.8,6.7,-2.4,5.1,,,,,,,
10346,10346,47528 Bouwmarkten,2014 april,95.1,95.0,82.2,1.0,0.8,13.1,-2.0,97.0,97.0,84.1,1.5,1.4,13.6,-2.0,,,,,,,
10347,10347,47528 Bouwmarkten,2014 mei,92.3,90.6,78.9,-0.8,-1.7,-3.0,-4.0,93.9,92.3,80.2,-1.1,-2.0,-3.2,-4.5,,,,,,,
10348,10348,47528 Bouwmarkten,2014 juni,82.9,84.5,80.9,-1.3,-0.2,-10.1,2.5,85.2,86.7,83.3,-0.4,0.6,-9.3,3.8,,,,,,,
10349,10349,47528 Bouwmarkten,2014 2e kwartaal,90.1,90.0,80.6,-0.3,-0.4,20.9,-2.8,92.0,92.0,82.5,0.0,0.0,20.7,-3.0,,,,,,,
10350,10350,47528 Bouwmarkten,2014 juli,89.3,88.7,79.7,-2.4,-2.9,7.7,-1.5,91.6,91.0,81.6,-2.3,-2.8,7.5,-2.0,,,,,,,
10351,10351,47528 Bouwmarkten,2014 augustus,82.3,82.9,83.0,3.6,6.2,-7.8,4.2,85.5,86.2,86.0,4.9,7.6,-6.6,5.3,,,,,,,
10352,10352,47528 Bouwmarkten,2014 september,77.0,77.1,81.3,3.8,2.0,-6.4,-2.1,79.0,79.0,83.1,3.7,2.0,-7.6,-3.3,,,,,,,
10353,10353,47528 Bouwmarkten,2014 3e kwartaal,82.9,82.9,81.3,1.4,1.5,-8.0,0.8,85.3,85.4,83.6,1.8,2.0,-7.3,1.3,,,,,,,
10354,10354,47528 Bouwmarkten,2014 oktober,77.3,76.6,80.2,4.3,4.0,0.3,-1.3,79.7,79.0,82.6,4.4,4.2,0.9,-0.6,,,,,,,
10355,10355,47528 Bouwmarkten,2014 november,73.4,74.0,81.2,0.3,2.3,-5.0,1.3,75.9,76.5,83.7,1.3,3.2,-4.7,1.3,,,,,,,
10356,10356,47528 Bouwmarkten,2014 december,83.2,83.1,80.9,2.8,0.5,13.3,-0.4,86.3,86.1,83.5,3.7,1.6,13.6,-0.2,,,,,,,
